"Plot Title: 21523214."
"#","Date Time, GMT+07:00","PAR, µmol/m²/s (LGR S/N: 21523214, SEN S/N: 21534670)","PAR, µmol/m²/s (LGR S/N: 21523214, SEN S/N: 21534671)","PAR, µmol/m²/s (LGR S/N: 21523214, SEN S/N: 21534672)","PAR, µmol/m²/s (LGR S/N: 21523214, SEN S/N: 21534673)"
57516,07/17/26 07 นาฬิกา 47 นาที,-888.9,-888.9,-888.9,-888.9
57517,07/17/26 07 นาฬิกา 47 นาที,-888.9,-888.9,-888.9,-888.9
57518,07/17/26 07 นาฬิกา 47 นาที,-888.9,-888.9,-888.9,-888.9
57519,07/17/26 07 นาฬิกา 47 นาที,-888.9,-888.9,-888.9,-888.9
57520,07/17/26 07 นาฬิกา 48 นาที,-888.9,-888.9,-888.9,-888.9
57521,07/17/26 07 นาฬิกา 48 นาที,-888.9,-888.9,-888.9,-888.9
57522,07/17/26 07 นาฬิกา 48 นาที,-888.9,-888.9,-888.9,-888.9
57523,07/17/26 07 นาฬิกา 48 นาที,-888.9,-888.9,-888.9,-888.9
57524,07/17/26 07 นาฬิกา 48 นาที,-888.9,-888.9,-888.9,-888.9
57525,07/17/26 07 นาฬิกา 48 นาที,-888.9,-888.9,-888.9,-888.9
57526,07/17/26 07 นาฬิกา 49 นาที,-888.9,-888.9,-888.9,-888.9
57527,07/17/26 07 นาฬิกา 49 นาที,-888.9,-888.9,-888.9,-888.9
57528,07/17/26 07 นาฬิกา 49 นาที,-888.9,-888.9,-888.9,-888.9
57529,07/17/26 07 นาฬิกา 49 นาที,-888.9,-888.9,-888.9,-888.9
57530,07/17/26 07 นาฬิกา 49 นาที,-888.9,-888.9,-888.9,-888.9
57531,07/17/26 07 นาฬิกา 49 นาที,-888.9,-888.9,-888.9,-888.9
57532,07/17/26 07 นาฬิกา 50 นาที,-888.9,-888.9,-888.9,-888.9
57533,07/17/26 07 นาฬิกา 50 นาที,-888.9,-888.9,-888.9,-888.9
57534,07/17/26 07 นาฬิกา 50 นาที,-888.9,-888.9,-888.9,-888.9
57535,07/17/26 07 นาฬิกา 50 นาที,-888.9,-888.9,-888.9,-888.9
57536,07/17/26 07 นาฬิกา 50 นาที,-888.9,-888.9,-888.9,-888.9
57537,07/17/26 07 นาฬิกา 50 นาที,-888.9,-888.9,-888.9,-888.9
57538,07/17/26 07 นาฬิกา 51 นาที,-888.9,-888.9,-888.9,-888.9
57539,07/17/26 07 นาฬิกา 51 นาที,-888.9,-888.9,-888.9,-888.9
57540,07/17/26 07 นาฬิกา 51 นาที,-888.9,-888.9,-888.9,-888.9
57541,07/17/26 07 นาฬิกา 51 นาที,-888.9,-888.9,-888.9,-888.9
57542,07/17/26 07 นาฬิกา 51 นาที,-888.9,-888.9,-888.9,-888.9
57543,07/17/26 07 นาฬิกา 51 นาที,-888.9,-888.9,-888.9,-888.9
57544,07/17/26 07 นาฬิกา 52 นาที,-888.9,-888.9,-888.9,-888.9
57545,07/17/26 07 นาฬิกา 52 นาที,-888.9,-888.9,-888.9,-888.9
57546,07/17/26 07 นาฬิกา 52 นาที,-888.9,-888.9,-888.9,-888.9
57547,07/17/26 07 นาฬิกา 52 นาที,-888.9,-888.9,-888.9,-888.9
57548,07/17/26 07 นาฬิกา 52 นาที,-888.9,-888.9,-888.9,-888.9
57549,07/17/26 07 นาฬิกา 52 นาที,-888.9,-888.9,-888.9,-888.9
57550,07/17/26 07 นาฬิกา 53 นาที,-888.9,-888.9,-888.9,-888.9
57551,07/17/26 07 นาฬิกา 53 นาที,-888.9,-888.9,-888.9,-888.9
57552,07/17/26 07 นาฬิกา 53 นาที,-888.9,-888.9,-888.9,-888.9
57553,07/17/26 07 นาฬิกา 53 นาที,-888.9,-888.9,-888.9,-888.9
57554,07/17/26 07 นาฬิกา 53 นาที,-888.9,-888.9,-888.9,-888.9
57555,07/17/26 07 นาฬิกา 53 นาที,-888.9,-888.9,-888.9,-888.9
57556,07/17/26 07 นาฬิกา 54 นาที,-888.9,-888.9,-888.9,-888.9
57557,07/17/26 07 นาฬิกา 54 นาที,-888.9,-888.9,-888.9,-888.9
57558,07/17/26 07 นาฬิกา 54 นาที,-888.9,-888.9,-888.9,-888.9
57559,07/17/26 07 นาฬิกา 54 นาที,-888.9,-888.9,-888.9,-888.9
57560,07/17/26 07 นาฬิกา 54 นาที,-888.9,-888.9,-888.9,-888.9
57561,07/17/26 07 นาฬิกา 54 นาที,-888.9,-888.9,-888.9,-888.9
57562,07/17/26 07 นาฬิกา 55 นาที,-888.9,-888.9,-888.9,-888.9
57563,07/17/26 07 นาฬิกา 55 นาที,-888.9,-888.9,-888.9,-888.9
57564,07/17/26 07 นาฬิกา 55 นาที,-888.9,-888.9,-888.9,-888.9
57565,07/17/26 07 นาฬิกา 55 นาที,-888.9,-888.9,-888.9,-888.9
57566,07/17/26 07 นาฬิกา 55 นาที,-888.9,-888.9,-888.9,-888.9
57567,07/17/26 07 นาฬิกา 55 นาที,-888.9,-888.9,-888.9,-888.9
57568,07/17/26 07 นาฬิกา 56 นาที,-888.9,-888.9,-888.9,-888.9
57569,07/17/26 07 นาฬิกา 56 นาที,-888.9,-888.9,-888.9,-888.9
57570,07/17/26 07 นาฬิกา 56 นาที,-888.9,-888.9,-888.9,-888.9
57571,07/17/26 07 นาฬิกา 56 นาที,-888.9,-888.9,-888.9,-888.9
57572,07/17/26 07 นาฬิกา 56 นาที,-888.9,-888.9,-888.9,-888.9
57573,07/17/26 07 นาฬิกา 56 นาที,-888.9,-888.9,-888.9,-888.9
57574,07/17/26 07 นาฬิกา 57 นาที,-888.9,-888.9,-888.9,-888.9
57575,07/17/26 07 นาฬิกา 57 นาที,-888.9,-888.9,-888.9,-888.9
57576,07/17/26 07 นาฬิกา 57 นาที,-888.9,-888.9,-888.9,-888.9
57577,07/17/26 07 นาฬิกา 57 นาที,-888.9,-888.9,-888.9,-888.9
57578,07/17/26 07 นาฬิกา 57 นาที,-888.9,-888.9,-888.9,-888.9
57579,07/17/26 07 นาฬิกา 57 นาที,-888.9,-888.9,-888.9,-888.9
57580,07/17/26 07 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
57581,07/17/26 07 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
57582,07/17/26 07 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
57583,07/17/26 07 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
57584,07/17/26 07 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
57585,07/17/26 07 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
57586,07/17/26 07 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
57587,07/17/26 07 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
57588,07/17/26 07 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
57589,07/17/26 07 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
57590,07/17/26 07 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
57591,07/17/26 07 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
57592,07/17/26 08 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
57593,07/17/26 08 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
57594,07/17/26 08 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
57595,07/17/26 08 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
57596,07/17/26 08 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
57597,07/17/26 08 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
57598,07/17/26 08 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
57599,07/17/26 08 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
57600,07/17/26 08 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
57601,07/17/26 08 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
57602,07/17/26 08 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
57603,07/17/26 08 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
57604,07/17/26 08 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
57605,07/17/26 08 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
57606,07/17/26 08 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
57607,07/17/26 08 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
57608,07/17/26 08 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
57609,07/17/26 08 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
57610,07/17/26 08 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
57611,07/17/26 08 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
57612,07/17/26 08 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
57613,07/17/26 08 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
57614,07/17/26 08 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
57615,07/17/26 08 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
57616,07/17/26 08 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
57617,07/17/26 08 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
57618,07/17/26 08 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
57619,07/17/26 08 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
57620,07/17/26 08 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
57621,07/17/26 08 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
57622,07/17/26 08 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
57623,07/17/26 08 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
57624,07/17/26 08 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
57625,07/17/26 08 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
57626,07/17/26 08 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
57627,07/17/26 08 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
57628,07/17/26 08 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
57629,07/17/26 08 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
57630,07/17/26 08 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
57631,07/17/26 08 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
57632,07/17/26 08 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
57633,07/17/26 08 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
57634,07/17/26 08 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
57635,07/17/26 08 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
57636,07/17/26 08 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
57637,07/17/26 08 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
57638,07/17/26 08 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
57639,07/17/26 08 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
57640,07/17/26 08 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
57641,07/17/26 08 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
57642,07/17/26 08 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
57643,07/17/26 08 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
57644,07/17/26 08 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
57645,07/17/26 08 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
57646,07/17/26 08 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
57647,07/17/26 08 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
57648,07/17/26 08 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
57649,07/17/26 08 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
57650,07/17/26 08 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
57651,07/17/26 08 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
57652,07/17/26 08 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
57653,07/17/26 08 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
57654,07/17/26 08 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
57655,07/17/26 08 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
57656,07/17/26 08 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
57657,07/17/26 08 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
57658,07/17/26 08 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
57659,07/17/26 08 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
57660,07/17/26 08 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
57661,07/17/26 08 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
57662,07/17/26 08 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
57663,07/17/26 08 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
57664,07/17/26 08 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
57665,07/17/26 08 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
57666,07/17/26 08 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
57667,07/17/26 08 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
57668,07/17/26 08 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
57669,07/17/26 08 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
57670,07/17/26 08 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
57671,07/17/26 08 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
57672,07/17/26 08 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
57673,07/17/26 08 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
57674,07/17/26 08 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
57675,07/17/26 08 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
57676,07/17/26 08 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
57677,07/17/26 08 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
57678,07/17/26 08 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
57679,07/17/26 08 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
57680,07/17/26 08 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
57681,07/17/26 08 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
57682,07/17/26 08 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
57683,07/17/26 08 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
57684,07/17/26 08 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
57685,07/17/26 08 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
57686,07/17/26 08 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
57687,07/17/26 08 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
57688,07/17/26 08 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
57689,07/17/26 08 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
57690,07/17/26 08 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
57691,07/17/26 08 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
57692,07/17/26 08 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
57693,07/17/26 08 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
57694,07/17/26 08 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
57695,07/17/26 08 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
57696,07/17/26 08 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
57697,07/17/26 08 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
57698,07/17/26 08 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
57699,07/17/26 08 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
57700,07/17/26 08 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
57701,07/17/26 08 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
57702,07/17/26 08 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
57703,07/17/26 08 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
57704,07/17/26 08 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
57705,07/17/26 08 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
57706,07/17/26 08 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
57707,07/17/26 08 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
57708,07/17/26 08 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
57709,07/17/26 08 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
57710,07/17/26 08 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
57711,07/17/26 08 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
57712,07/17/26 08 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
57713,07/17/26 08 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
57714,07/17/26 08 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
57715,07/17/26 08 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
57716,07/17/26 08 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
57717,07/17/26 08 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
57718,07/17/26 08 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
57719,07/17/26 08 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
57720,07/17/26 08 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
57721,07/17/26 08 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
57722,07/17/26 08 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
57723,07/17/26 08 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
57724,07/17/26 08 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
57725,07/17/26 08 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
57726,07/17/26 08 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
57727,07/17/26 08 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
57728,07/17/26 08 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
57729,07/17/26 08 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
57730,07/17/26 08 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
57731,07/17/26 08 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
57732,07/17/26 08 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
57733,07/17/26 08 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
57734,07/17/26 08 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
57735,07/17/26 08 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
57736,07/17/26 08 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
57737,07/17/26 08 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
57738,07/17/26 08 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
57739,07/17/26 08 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
57740,07/17/26 08 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
57741,07/17/26 08 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
57742,07/17/26 08 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
57743,07/17/26 08 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
57744,07/17/26 08 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
57745,07/17/26 08 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
57746,07/17/26 08 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
57747,07/17/26 08 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
57748,07/17/26 08 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
57749,07/17/26 08 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
57750,07/17/26 08 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
57751,07/17/26 08 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
57752,07/17/26 08 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
57753,07/17/26 08 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
57754,07/17/26 08 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
57755,07/17/26 08 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
57756,07/17/26 08 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
57757,07/17/26 08 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
57758,07/17/26 08 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
57759,07/17/26 08 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
57760,07/17/26 08 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
57761,07/17/26 08 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
57762,07/17/26 08 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
57763,07/17/26 08 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
57764,07/17/26 08 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
57765,07/17/26 08 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
57766,07/17/26 08 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
57767,07/17/26 08 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
57768,07/17/26 08 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
57769,07/17/26 08 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
57770,07/17/26 08 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
57771,07/17/26 08 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
57772,07/17/26 08 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
57773,07/17/26 08 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
57774,07/17/26 08 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
57775,07/17/26 08 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
57776,07/17/26 08 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
57777,07/17/26 08 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
57778,07/17/26 08 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
57779,07/17/26 08 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
57780,07/17/26 08 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
57781,07/17/26 08 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
57782,07/17/26 08 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
57783,07/17/26 08 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
57784,07/17/26 08 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
57785,07/17/26 08 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
57786,07/17/26 08 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
57787,07/17/26 08 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
57788,07/17/26 08 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
57789,07/17/26 08 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
57790,07/17/26 08 นาฬิกา 33 นาที,-888.9,-888.9,-888.9,-888.9
57791,07/17/26 08 นาฬิกา 33 นาที,-888.9,-888.9,-888.9,-888.9
57792,07/17/26 08 นาฬิกา 33 นาที,-888.9,-888.9,-888.9,-888.9
57793,07/17/26 08 นาฬิกา 33 นาที,-888.9,-888.9,-888.9,-888.9
57794,07/17/26 08 นาฬิกา 33 นาที,-888.9,-888.9,-888.9,-888.9
57795,07/17/26 08 นาฬิกา 33 นาที,-888.9,-888.9,-888.9,-888.9
57796,07/17/26 08 นาฬิกา 34 นาที,-888.9,-888.9,-888.9,-888.9
57797,07/17/26 08 นาฬิกา 34 นาที,-888.9,-888.9,-888.9,-888.9
57798,07/17/26 08 นาฬิกา 34 นาที,-888.9,-888.9,-888.9,-888.9
57799,07/17/26 08 นาฬิกา 34 นาที,-888.9,-888.9,-888.9,-888.9
57800,07/17/26 08 นาฬิกา 34 นาที,-888.9,-888.9,-888.9,-888.9
57801,07/17/26 08 นาฬิกา 34 นาที,-888.9,-888.9,-888.9,-888.9
57802,07/17/26 08 นาฬิกา 35 นาที,-888.9,-888.9,-888.9,-888.9
57803,07/17/26 08 นาฬิกา 35 นาที,-888.9,-888.9,-888.9,-888.9
57804,07/17/26 08 นาฬิกา 35 นาที,-888.9,-888.9,-888.9,-888.9
57805,07/17/26 08 นาฬิกา 35 นาที,-888.9,-888.9,-888.9,-888.9
57806,07/17/26 08 นาฬิกา 35 นาที,-888.9,-888.9,-888.9,-888.9
57807,07/17/26 08 นาฬิกา 35 นาที,-888.9,-888.9,-888.9,-888.9
57808,07/17/26 08 นาฬิกา 36 นาที,-888.9,-888.9,-888.9,-888.9
57809,07/17/26 08 นาฬิกา 36 นาที,-888.9,-888.9,-888.9,-888.9
57810,07/17/26 08 นาฬิกา 36 นาที,-888.9,-888.9,-888.9,-888.9
57811,07/17/26 08 นาฬิกา 36 นาที,-888.9,-888.9,-888.9,-888.9
57812,07/17/26 08 นาฬิกา 36 นาที,-888.9,-888.9,-888.9,-888.9
57813,07/17/26 08 นาฬิกา 36 นาที,-888.9,-888.9,-888.9,-888.9
57814,07/17/26 08 นาฬิกา 37 นาที,-888.9,-888.9,-888.9,-888.9
57815,07/17/26 08 นาฬิกา 37 นาที,-888.9,-888.9,-888.9,-888.9
57816,07/17/26 08 นาฬิกา 37 นาที,-888.9,-888.9,-888.9,-888.9
57817,07/17/26 08 นาฬิกา 37 นาที,-888.9,-888.9,-888.9,-888.9
57818,07/17/26 08 นาฬิกา 37 นาที,-888.9,-888.9,-888.9,-888.9
57819,07/17/26 08 นาฬิกา 37 นาที,-888.9,-888.9,-888.9,-888.9
57820,07/17/26 08 นาฬิกา 38 นาที,-888.9,-888.9,-888.9,-888.9
57821,07/17/26 08 นาฬิกา 38 นาที,-888.9,-888.9,-888.9,-888.9
57822,07/17/26 08 นาฬิกา 38 นาที,-888.9,-888.9,-888.9,-888.9
